nome,genero,presenca_plenario,ausencia_justificada_plenario,ausencia_nao_justificada_plenario,presenca_comissao,ausencia_justificada_comissao,ausencia_nao_justificada_comissao,data_nascimento,quant_viagem,salario_bruto,gasto_total_par,gasto_total_gab,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab
FERNANDO LÚCIO GIACOBO,H,86.0,1.0,5.0,13.0,1.0,7.0,17/12/1970,0,33763.0,369972.81,1096371.61,27455.42,49074.18,58575.31,7832.83,52242.7,38497.82,8820.58,6333.82,4309.92,66740.23,50090.0,110392.0,111089.37,110699.96,111659.53,111616.68,104856.92,111659.53,110779.99,111160.32,102457.31,0
GILLIANO FRED NASCIMENTO CUTRIM,H,76.0,5.0,11.0,22.0,4.0,27.0,26/10/1979,0,33763.0,406001.14,1115308.02,46898.79,47176.96,48122.54,51226.09,58582.87,18377.58,25986.45,21934.68,12653.68,75041.5,0.0,111301.75,111301.75,111619.5,111641.41,111641.41,111641.41,111641.41,111641.41,111641.41,111236.56,0
EUGENIO JOSÉ ZULIANI,H,51.0,17.0,24.0,9.0,17.0,37.0,13/01/1976,0,33763.0,285492.67,1080042.52,35715.9,40468.18,42837.22,40713.17,63995.25,18553.55,16151.75,15973.11,2755.29,7600.75,728.5,111641.38,111641.38,111641.38,106897.3,106370.18,106370.18,106370.18,106370.18,106370.18,106370.18,0
GILBERTO NASCIMENTO SILVA,H,65.0,27.0,0.0,29.0,3.0,9.0,09/07/1956,0,33763.0,404619.88,1077002.9,42667.83,49626.23,52149.16,48827.83,41954.56,33307.84,45287.25,30344.91,25638.8,28819.14,5996.33,110917.37,111198.75,111198.75,111198.75,106097.59,109244.31,100666.68,106570.48,106570.48,103339.74,0
GILSON MARQUES VIEIRA,H,88.0,4.0,0.0,40.0,5.0,5.0,12/04/1981,0,33763.0,50883.26,798657.16,3483.84,5736.09,5095.21,6494.69,11767.82,7335.78,6816.37,1383.89,3.11,2766.46,0.0,78079.2,78079.2,78079.2,79784.92,80772.44,80772.44,80772.44,80772.44,80772.44,80772.44,0
GIOVANI CHERINI,H,86.0,3.0,3.0,40.0,3.0,13.0,23/06/1960,0,33763.0,418832.83,1114323.38,35135.42,42357.46,49953.41,49975.7,53766.31,54876.19,39994.44,42715.35,21531.51,27017.18,1509.86,111574.7,111574.7,111574.7,111574.7,111574.7,110520.47,111205.28,111574.71,111574.71,111574.71,0
GILBERTO APARECIDO ABRAMO,H,85.0,2.0,5.0,19.0,1.0,6.0,06/08/1966,0,33763.0,276601.65,1077796.52,18146.52,22003.33,27404.71,34209.75,32718.06,23558.03,15039.8,18280.76,12603.88,12846.34,59790.47,106564.34,106564.34,107092.65,108384.08,108384.08,108384.08,107270.71,108384.08,108384.08,108384.08,0
DANIEL GOMES DE ALMEIDA,H,90.0,2.0,0.0,38.0,0.0,37.0,21/01/1955,0,33763.0,355283.65,1116596.1,58756.35,47548.42,44459.65,51389.18,32596.32,29676.29,18598.64,16188.74,14756.9,40472.41,840.75,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,0
GIOVANI BATISTA FELTES,H,91.0,0.0,1.0,18.0,0.0,4.0,10/04/1957,0,33763.0,292295.12,1095245.29,32091.85,37369.29,35989.03,63623.79,29111.39,20875.74,31955.95,26391.45,5880.69,7923.74,1082.2,111083.28,111101.04,111544.86,109378.77,108521.73,109627.69,107747.07,108089.89,109075.48,109075.48,0
DANIEL PIRES COELHO,H,91.0,0.0,1.0,6.0,0.0,0.0,04/11/1978,0,33763.0,356643.22,1114987.92,56899.01,47545.19,47271.2,44454.63,36128.3,30323.85,32107.75,22965.49,20599.99,18151.21,196.6,111319.0,111580.81,111580.81,111580.81,111332.51,111580.82,111559.7,111471.69,111474.71,111507.06,0
DANIEL LUCIO DA SILVEIRA,H,89.0,1.0,2.0,87.0,1.0,58.0,25/11/1982,0,33763.0,304626.81,1050905.67,35637.58,37560.86,37098.84,37913.96,39709.62,33297.09,28745.65,27784.42,13563.62,12600.99,714.18,104730.18,106558.15,108774.14,109706.94,105193.39,103433.49,86143.8,107120.36,107862.35,111382.87,0
DANIEL COSTA DE FREITAS,H,77.0,0.0,15.0,3.0,0.0,0.0,03/04/1982,0,33763.0,302402.22,1099503.46,38606.89,24248.4,40255.97,47999.13,45138.9,30847.1,32894.95,25917.35,4096.46,12109.81,287.26,105697.03,105697.03,109243.35,110816.55,110933.95,111423.11,111423.11,111423.11,111423.11,111423.11,0
DAVID MICHAEL DOS SANTOS MIRANDA,H,66.0,15.0,11.0,23.0,4.0,7.0,10/05/1985,0,33763.0,242667.95,937841.64,35259.28,43349.65,32853.62,45091.15,29890.05,33147.86,10128.77,8151.54,-817.25,5613.28,0.0,111544.37,111544.37,56799.55,64345.04,100004.66,94914.31,97663.21,102324.88,100368.27,98332.98,0
DAVID BEZERRA RIBEIRO SOARES,H,63.0,11.0,3.0,47.0,12.0,1.0,21/12/1973,2,33763.0,183939.37,1068591.77,0,0,31858.14,35507.14,29111.16,37770.69,23083.39,13606.57,7900.18,4802.08,300.02,103135.91,105402.63,105964.51,99800.43,107637.25,108516.33,107977.68,108297.02,111277.52,110582.49,0
DANIEL TRZECIAK DUARTE,H,86.0,6.0,0.0,31.0,8.0,6.0,04/11/1986,0,33763.0,213490.95,1044495.31,9307.83,15955.97,16366.04,39352.32,18241.57,20817.46,28100.3,16051.09,16840.25,32070.78,387.34,105455.53,105415.99,105436.13,105982.05,108226.36,109497.39,106036.48,94998.83,99412.79,104033.76,0
DANILO JORGE DE BARROS CABRAL,H,83.0,3.0,6.0,8.0,6.0,22.0,21/04/1967,0,33763.0,281851.63,1005945.69,23243.32,23195.87,25003.47,45722.17,49445.71,26152.01,32469.21,12877.47,8866.71,34035.51,840.18,95045.26,95045.26,94090.38,98095.56,99861.52,99861.52,100443.65,100923.05,111114.04,111465.45,0
FRANCISCO DANILO BASTOS FORTE,H,86.0,3.0,3.0,42.0,2.0,21.0,01/09/1958,0,33763.0,397193.34,1052260.59,67906.91,48807.99,40578.79,52959.1,80716.86,57550.28,22707.17,9622.62,6546.36,9678.36,118.9,109573.04,105109.88,101753.78,107930.59,108735.93,108600.66,101671.79,104239.59,101843.93,102801.4,0
DARCI DE MATOS,H,80.0,2.0,10.0,55.0,3.0,9.0,08/11/1961,0,33763.0,267165.45,1112429.82,27456.09,37612.31,39593.29,38942.67,42279.75,18366.03,26329.15,14161.38,1290.05,20268.72,866.01,111593.97,111623.31,111579.26,111659.67,111659.67,110174.35,110543.76,111508.04,111508.04,110579.75,0
DANRLEI DE DEUS HINTERHOLZ,H,50.0,7.0,11.0,17.0,9.0,27.0,18/04/1973,0,33763.0,219361.54,702641.09,0,0,0.0,39413.57,38636.46,43580.07,37837.68,23198.87,19647.18,17047.71,0.0,0.0,0.0,3313.89,88602.16,92253.84,99507.11,95073.08,107705.84,108196.0,107989.17,0
ANTÔNIO DA LUZ FURTADO,H,90.0,1.0,1.0,73.0,6.0,19.0,06/01/1972,0,33763.0,287916.41,1115182.54,34263.89,43088.49,42959.2,32920.98,47359.21,16303.12,19852.22,12243.23,8092.66,27244.72,3588.69,110967.56,111125.87,111617.2,111617.2,111617.2,111623.07,111653.61,111653.61,111653.61,111653.61,0
PABLO OLIVA SOUZA,H,78.0,0.0,14.0,112.0,0.0,30.0,26/07/1976,0,33763.0,367311.08,977905.08,28267.0,51491.99,65512.79,64732.08,41341.87,31189.75,32398.76,26832.2,17440.0,7823.37,281.27,99985.47,73344.51,92308.59,99950.28,106315.17,106987.85,101323.39,101342.41,107310.62,89036.79,0
EDER MAURO CARDOSO BARRA,H,79.0,3.0,10.0,4.0,0.0,12.0,14/12/1960,0,33763.0,325195.22,1101131.44,46351.28,56697.2,17871.34,52514.33,52104.65,51446.49,39019.7,6514.58,2675.65,0.0,0.0,111587.65,111029.67,109774.54,111611.12,111611.12,111168.32,110779.91,107856.37,107856.37,107856.37,0
MARCELO EDUARDO FREITAS,H,80.0,4.0,8.0,66.0,1.0,1.0,04/03/1976,0,33763.0,286966.3,1067668.96,31421.05,43796.1,33737.54,24745.4,39348.34,29355.58,26303.93,19417.0,19550.28,18633.84,657.24,104088.18,105813.1,103290.21,102664.07,110724.59,111483.8,111483.8,107272.97,107289.51,103558.73,0
WALDIR SOARES DE OLIVEIRA,H,86.0,6.0,0.0,7.0,5.0,44.0,28/11/1962,0,33763.0,149309.65,987728.92,14119.59,16610.96,17642.5,17254.73,17514.69,15282.52,15088.53,12955.79,10015.33,11921.51,903.5,101978.63,99618.58,96319.6,92534.14,92534.14,94998.88,101543.63,103436.75,102749.57,102015.0,0
DENIS ANDERSON DA ROCHA BEZERRA,H,88.0,1.0,3.0,70.0,1.0,9.0,17/03/1980,0,33763.0,390160.91,1078559.49,46094.78,53674.69,52475.51,52185.85,40861.85,33475.4,24901.37,18145.39,17544.23,34229.57,16572.27,110743.73,108800.92,108144.99,106767.55,106327.19,107307.01,102136.31,107474.82,111617.19,109239.78,0
DIEGO LEONARDO DE ANDRADE CARVALHO,H,70.0,22.0,0.0,7.0,11.0,9.0,08/08/1977,0,33763.0,210900.53,1109625.13,28386.47,32013.45,29883.01,17554.55,41393.91,15224.17,22079.82,8663.35,7497.89,8203.91,0.0,111580.82,111580.82,111580.82,111580.82,111580.82,111535.53,111241.15,110635.35,109154.5,109154.5,0
DIEGO ALEXSANDER GONCALO PAULA GARCIA,H,89.0,3.0,0.0,134.0,3.0,43.0,10/10/1984,0,33763.0,263829.84,916158.19,9153.29,13917.88,34929.43,39069.9,47847.45,36301.69,32663.59,20367.53,6819.55,16986.39,5773.14,93054.98,91310.31,97522.54,98459.58,96593.67,96173.37,99859.25,84300.62,79772.64,79111.23,0
DIMAS FABIANO TOLEDO JÚNIOR,H,86.0,5.0,1.0,18.0,3.0,1.0,23/05/1973,0,33763.0,280809.69,965287.1,30575.4,29897.78,33987.99,37782.58,34645.39,23877.46,33775.98,26291.36,16347.48,12634.33,993.94,92717.74,90647.71,88844.0,89894.36,93796.44,94254.41,100197.24,96972.36,108044.05,109918.79,0
LUIZ ANTONIO DE SOUZA TEIXEIRA JÚNIOR,H,67.0,0.0,25.0,14.0,0.0,22.0,15/12/1973,0,33763.0,265865.28,1074387.81,27501.17,33784.37,41465.77,43233.68,38833.58,24163.31,23117.56,18685.19,9521.87,5508.98,49.8,97653.62,97653.62,108819.42,110434.31,110434.31,110434.31,110434.31,110413.15,111647.44,106463.32,0
DOMINGOS GOMES DE AGUIAR NETO,H,79.0,6.0,7.0,30.0,6.0,25.0,29/04/1988,0,33763.0,345830.1,1105842.15,33731.48,52313.1,36169.17,53317.93,77719.59,22751.47,19502.64,3346.59,2837.01,44141.12,0.0,111544.43,111544.43,110497.19,107599.23,111235.68,111617.24,111617.24,111617.24,111617.24,106952.23,0
JAZIEL PEREIRA DE SOUSA,H,69.0,3.0,20.0,12.0,1.0,26.0,03/05/1961,0,33763.0,332318.98,1115897.66,53231.07,44873.85,55545.89,35428.27,35377.77,36517.71,20837.34,20773.89,21505.53,8227.66,0.0,111279.95,111565.34,111653.51,111653.51,111653.51,111477.8,111653.51,111653.51,111653.51,111653.51,0
DOMINGOS SÁVIO CAMPOS RESENDE,H,87.0,3.0,2.0,29.0,1.0,6.0,25/03/1957,0,33763.0,310203.17,1108990.28,24341.19,52616.35,43947.22,32735.37,48074.76,26928.66,27300.43,24815.98,18843.4,9599.0,1000.81,109833.82,109833.82,111183.95,111653.56,110747.01,110990.37,111313.88,110806.11,111313.88,111313.88,0
FREDERICO DE CASTRO ESCALEIRA,H,83.0,0.0,9.0,24.0,0.0,57.0,24/03/1977,0,33763.0,309958.32,1106826.4,31170.62,36914.75,41257.27,38087.59,42514.0,33769.22,28862.16,24728.5,11486.99,20931.45,235.77,111212.41,111201.53,110944.53,108641.77,111313.96,110772.89,111313.96,110891.9,111313.96,109219.49,0
LEONARDO RIBEIRO ALBUQUERQUE,H,91.0,0.0,1.0,27.0,1.0,2.0,14/06/1978,0,33763.0,318671.43,1047250.04,42371.4,36053.31,43935.6,51992.4,41703.89,36956.95,29525.44,11128.25,9478.35,15240.77,285.07,99981.22,100959.57,99231.78,108961.58,104982.41,110759.92,111287.34,105356.57,102212.41,103517.24,0
LUIZ ALBERTO OVANDO,H,86.0,5.0,1.0,70.0,0.0,12.0,25/09/1949,0,33763.0,352851.72,973451.59,40038.05,41231.34,52947.39,46480.82,47335.38,30870.88,29474.27,27038.62,21752.29,13797.33,1885.35,96640.72,96640.72,97315.81,97550.62,97550.62,97550.62,97550.62,97550.62,97550.62,97550.62,0
ZACARIAS CALIL HAMU,H,82.0,6.0,4.0,85.0,6.0,27.0,05/11/1953,0,33763.0,227743.53,806210.41,25614.66,32870.88,33504.56,32975.66,32600.29,18394.14,17770.75,7364.25,5479.94,20331.91,836.49,83672.5,77891.18,81413.26,83956.98,83956.98,83754.79,77891.18,77891.18,77891.18,77891.18,0
EDILAZIO GOMES DA SILVA JUNIOR,H,87.0,5.0,0.0,12.0,1.0,0.0,04/05/1981,0,33763.0,274890.22,1113908.02,29645.7,67991.37,21709.65,54054.0,19692.5,28378.82,18023.27,5308.77,14235.23,15850.91,0.0,111402.54,111185.22,111659.65,111166.3,111659.65,111659.65,111659.65,110963.46,111241.12,111310.78,0
ÉDIO VIEIRA LOPES,H,71.0,5.0,16.0,18.0,2.0,5.0,04/01/1952,0,33763.0,352768.46,1109839.83,42432.81,39836.4,47117.63,54268.93,97784.62,14519.68,22739.81,16900.14,1349.74,15390.97,427.73,110495.02,110495.02,111469.88,111408.97,111368.53,111370.96,111441.31,111441.31,111441.31,108907.52,0
EDUARDO LUIZ BARROS BARBOSA,H,92.0,0.0,0.0,91.0,0.0,17.0,25/08/1958,0,33763.0,244717.26,1114565.19,22913.32,25992.8,30951.65,37263.0,34686.06,29255.32,23832.28,9244.83,5608.98,24588.51,380.51,111453.35,111453.35,111453.35,111453.35,111453.35,111453.35,111453.35,111453.35,111453.35,111485.04,0
EDUARDO HENRIQUE MAIA BISMARCK,H,81.0,11.0,0.0,72.0,7.0,9.0,14/11/1981,1,33763.0,384464.17,1081811.75,42771.78,48433.07,53046.89,40615.87,53171.37,35061.57,49986.03,24512.53,5591.91,31221.24,51.91,108439.6,100116.32,102925.37,105453.61,109885.0,110998.37,110998.37,110998.37,110998.37,110998.37,0
EDUARDO NANTES BOLSONARO,H,76.0,14.0,2.0,27.0,6.0,12.0,10/07/1984,1,33763.0,290688.8,1098174.63,19129.11,45801.56,20862.74,34033.24,20812.35,36151.56,54678.4,29120.22,20452.3,9195.67,451.65,111598.86,111533.88,111447.23,111308.14,109360.58,109301.13,107577.22,107577.22,108466.86,110003.51,0
JOSE EDUARDO PEREIRA DA COSTA,H,83.0,9.0,0.0,10.0,6.0,9.0,16/02/1968,0,33763.0,331132.53,1112028.74,37602.77,29483.97,45130.56,42628.52,64988.16,22063.45,21894.85,13694.3,16136.05,37509.9,0.0,111313.96,111313.96,111421.78,111429.22,111429.22,111429.22,111429.22,110376.5,111374.63,110511.03,0
ADRIANO ELI CORRÊA,H,82.0,0.0,10.0,42.0,0.0,27.0,13/01/1976,0,33763.0,263625.28,1048068.72,22593.3,23225.37,28285.66,57687.8,56126.53,30297.57,22196.45,6522.28,421.69,16268.63,0.0,105205.6,105205.6,105205.6,105205.6,101881.14,104761.01,106115.52,106115.52,106115.52,102257.61,0
ELIAS VAZ DE ANDRADE,H,82.0,9.0,1.0,81.0,5.0,14.0,04/07/1966,0,33763.0,167084.01,1074212.44,15838.58,26200.21,25592.46,27999.68,27596.14,12853.99,11787.89,3017.22,323.45,15362.24,512.15,105866.83,105866.83,104555.04,105866.83,106630.73,108826.95,108826.95,108826.95,108826.95,110118.38,0
ELMAR JOSE VIEIRA NASCIMENTO,H,68.0,24.0,0.0,1.0,0.0,0.0,06/07/1970,1,33763.0,389079.82,1088843.14,11585.43,41325.81,49088.47,60314.77,42793.2,47062.33,37636.26,47299.08,35534.24,16440.23,0.0,111611.09,111611.09,111611.09,111095.09,111611.09,110283.89,98339.09,103946.26,108324.61,110409.84,0
EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,H,84.0,3.0,5.0,2.0,1.0,40.0,17/10/1972,0,33763.0,325846.26,1055312.52,34083.35,42566.48,45258.71,48013.04,46806.07,25355.86,21639.01,25533.18,16566.48,20024.08,0.0,110448.12,108787.76,97120.73,102047.21,105204.32,111471.69,102622.24,103739.73,108433.33,105437.39,0
EDUARDO PEDROSA CURY,H,88.0,3.0,1.0,73.0,1.0,3.0,19/09/1963,1,33763.0,331140.6,989725.85,44245.79,43411.0,38868.35,28628.41,38316.02,37405.99,32488.4,25399.98,15738.89,25605.38,1032.39,101582.78,92109.71,91148.77,97477.96,98965.06,103240.48,98460.6,98460.6,98460.6,109819.29,0
EFRAIM DE ARAÚJO MORAIS FILHO,H,73.0,9.0,10.0,6.0,5.0,14.0,18/03/1979,0,33763.0,265206.49,1115589.62,31920.25,54289.28,52463.46,51650.4,42763.1,7412.58,9627.39,8755.96,1.36,5893.42,429.29,111148.6,111617.23,111617.23,111617.23,111617.23,111617.23,111617.23,111617.23,111575.98,111544.43,0
EMIDIO ALVES MADEIRA JUNIOR,H,80.0,12.0,0.0,16.0,4.0,2.0,10/03/1967,0,33763.0,299996.22,1114845.39,56761.57,45061.77,39330.09,32196.96,44434.07,26760.94,20847.93,15245.77,11938.26,7418.86,0.0,110980.22,110980.22,111528.12,111617.15,111623.22,111623.22,111623.28,111623.32,111623.32,111623.32,0
EMANUEL PINHEIRO DA SILVA PRIMO,H,70.0,3.0,19.0,11.0,1.0,7.0,05/01/1995,0,33763.0,257192.94,1067534.67,18918.9,40897.04,43529.5,29158.03,34158.66,52895.35,15688.43,14630.6,825.9,6028.96,461.57,108820.92,109941.35,111435.25,111435.25,110245.56,109803.54,108192.76,97773.24,100583.45,99303.35,0
ENIO JOSÉ VERRI,H,89.0,2.0,1.0,32.0,0.0,4.0,27/03/1961,0,33763.0,347461.56,1111367.61,38190.58,37467.64,68879.63,38986.43,43960.07,29704.02,25886.97,22258.37,24764.98,17302.87,60.0,111398.83,111398.83,111398.83,110220.44,110749.59,110538.29,111455.18,110876.18,111665.72,111665.72,0
ENRICO VAN BLARCUM DE GRAAFF MISASI,H,87.0,0.0,5.0,43.0,0.0,21.0,06/08/1994,0,33763.0,312553.98,1106991.7,24947.21,28095.55,42425.59,43740.7,54222.55,37817.19,41206.87,22642.88,16871.36,525.61,58.47,111586.88,111302.18,110816.09,106788.8,110974.2,110159.38,111013.37,111312.77,111544.46,111493.57,0
EXPEDITO GONCALVES FERREIRA NETTO,H,82.0,9.0,1.0,2.0,3.0,16.0,05/10/1988,0,33763.0,220835.31,1099381.29,14767.54,30093.83,31810.97,30510.09,25416.15,18925.02,27570.19,12641.28,1388.85,26729.31,982.08,111544.33,111544.33,111544.33,111529.16,111539.45,111100.52,109785.83,109894.82,110132.19,100766.33,0
EROS FERREIRA BIONDINI,H,88.0,4.0,0.0,33.0,1.0,14.0,20/05/1971,0,33763.0,281611.85,836020.4,22401.97,30438.97,33405.69,31526.03,36712.77,29487.2,35290.07,20709.2,17992.3,21750.88,1896.77,90223.04,90223.04,86035.27,78682.22,79786.71,78922.44,78922.44,79682.04,86771.6,86771.6,0
EUCLYDES MARCOS PETTERSEN NETO,H,77.0,14.0,1.0,6.0,6.0,13.0,15/08/1984,1,33763.0,239749.55,1102008.88,39458.55,34224.98,28593.33,36303.64,35945.83,21880.35,11556.55,10510.19,6865.31,11508.98,2901.84,101942.13,110241.46,111623.19,111623.22,111623.22,110951.73,109856.3,110901.19,111623.22,111623.22,0
FABIO DE ALMEIDA REIS,H,80.0,4.0,8.0,35.0,0.0,1.0,15/04/1977,0,33763.0,312655.57,1107209.05,39865.8,33581.68,32144.11,43493.01,38648.54,34772.71,32086.43,21185.4,13796.32,22090.53,991.04,108307.92,109336.37,109408.57,111574.66,111574.66,111574.66,111574.66,111574.66,111574.66,110708.23,0
EVAIR VIEIRA DE MELO,H,87.0,3.0,2.0,67.0,1.0,4.0,02/04/1972,0,33763.0,313850.79,1096962.77,38264.38,46197.13,61029.26,38441.09,43315.06,24394.91,23069.95,14844.44,2615.55,21562.76,116.26,106904.01,110527.26,107201.84,107178.21,108042.26,111172.72,111328.33,111555.88,111526.13,111526.13,0
FABIO HENRIQUE SANTANA DE CARVALHO,H,90.0,0.0,2.0,75.0,0.0,22.0,19/06/1972,0,33763.0,368613.32,1103960.07,40955.79,38278.23,46688.34,53420.14,51837.95,35534.63,55589.55,24846.87,10956.64,10467.67,37.51,110763.22,111436.47,110870.47,105066.49,109456.57,110377.32,111465.54,111465.54,111465.54,111592.91,0
FÁBIO AUGUSTO RAMALHO DOS SANTOS,H,88.0,0.0,4.0,19.0,0.0,17.0,22/12/1961,0,33763.0,289106.94,1073082.8,37959.25,46993.7,34431.36,27698.63,36101.94,23280.97,25058.29,19706.66,17071.96,19557.03,1247.15,106849.52,105995.76,104102.48,110337.36,103699.99,104762.87,104762.87,110775.07,111665.77,110131.11,0
FABIO CRUZ MITIDIERI,H,54.0,10.0,8.0,17.0,8.0,19.0,24/02/1977,0,33763.0,227041.28,1085769.32,35258.61,43620.72,33042.39,44648.72,45112.33,24812.68,545.83,0,0,0,0.0,109876.31,106389.76,109876.31,109876.31,109876.31,107693.02,97566.52,111538.26,111538.26,111538.26,0
FAUSTO RUY PINATO,H,77.0,12.0,3.0,43.0,11.0,11.0,01/06/1977,0,33763.0,325423.53,980822.68,23272.69,28054.73,37320.63,39811.88,63069.18,29443.84,35430.36,32548.24,26577.3,9821.07,73.61,91753.84,90661.58,91078.38,93641.4,98083.43,98203.3,101733.13,105365.38,105151.12,105151.12,0
FÁBIO LUIZ SCHIOCHET FILHO,H,85.0,3.0,4.0,20.0,2.0,5.0,31/05/1988,0,33763.0,376844.53,1114119.12,37195.31,41648.6,42043.11,46815.31,43700.43,50091.13,31304.74,25939.12,21593.26,32923.73,3589.79,111568.63,111568.63,111568.63,111568.63,111568.63,111544.55,111526.14,111107.56,111107.56,110990.16,0
FÁBIO RICARDO TRAD,H,90.0,1.0,1.0,88.0,0.0,3.0,18/08/1969,0,33763.0,152297.71,1112229.14,9479.45,21339.35,11214.78,41034.1,25209.13,12053.32,5465.7,14089.48,2400.9,10011.5,0.0,111501.88,111501.88,111501.88,111324.76,111501.88,111501.88,111501.88,111501.88,110217.75,110173.47,0
FELÍCIO LATERÇA DE ALMEIDA,H,84.0,7.0,1.0,103.0,6.0,6.0,26/05/1967,0,33763.0,349386.7,1070004.37,33761.68,41861.86,62060.32,40359.41,38642.49,19555.55,31845.6,22935.73,20966.82,36390.31,1006.93,103822.74,108245.62,111562.78,109721.17,92281.25,106166.2,108227.55,109988.01,108902.3,111086.75,0
CASSIO COELHO ANDRADE,H,70.0,22.0,0.0,36.0,15.0,25.0,12/09/1981,0,33763.0,307608.33,1114161.17,21728.53,32899.83,26323.38,50683.51,58046.3,36031.58,14449.73,9264.77,3863.84,54316.86,0.0,111653.55,111594.4,111574.68,111574.68,111574.68,111574.67,110238.62,111444.93,111465.48,111465.48,0
FELIPE AUGUSTO LYRA CARRERAS,H,77.0,4.0,11.0,70.0,1.0,41.0,16/04/1975,0,33763.0,179450.41,1110530.22,14274.35,25074.36,19915.93,14515.87,21740.82,16037.4,21745.42,29974.45,4715.52,11456.29,0.0,108137.52,111659.58,111659.58,111659.58,111659.58,111571.02,109331.88,111617.16,111617.16,111617.16,0
LUIS FELIPE BONATTO FRANCISCHINI,H,86.0,2.0,4.0,26.0,1.0,39.0,02/10/1991,0,33763.0,290395.16,1107177.89,36420.46,40851.46,28714.76,44628.8,52025.43,41969.22,15569.99,12110.34,3776.09,14128.61,200.0,111598.86,111598.86,111598.86,111598.86,111598.86,111598.86,111598.86,110754.73,107237.53,107993.61,0
FELIPE RIGONI LOPES,H,86.0,6.0,0.0,84.0,7.0,32.0,13/06/1991,0,33763.0,313806.08,961510.1,41526.2,38040.74,37743.41,40781.58,54439.33,34092.96,18297.1,23638.57,8762.92,15046.17,1437.1,97934.05,100493.35,100959.56,100959.56,104522.55,89598.5,80482.02,93565.41,93565.41,99429.69,0
FELIX DE ALMEIDA MENDONÇA JÚNIOR,H,86.0,6.0,0.0,30.0,8.0,16.0,29/11/1963,0,33763.0,319162.29,1093456.69,30256.2,36235.51,35264.16,42584.56,50388.49,23719.29,43121.12,20178.34,14497.37,20897.48,2019.77,111574.69,111574.69,111574.69,111574.69,111574.69,99983.33,107556.02,108772.32,109170.84,110100.73,0
JOSÉ CARLOS VERAS DOS SANTOS,H,89.0,3.0,0.0,42.0,8.0,33.0,10/08/1981,0,33763.0,345824.22,1062773.43,23450.32,50658.26,60586.84,37074.81,65132.56,29707.3,34668.74,24844.59,5992.91,12474.14,1233.75,102271.86,100443.89,100443.89,105043.78,108026.51,106855.41,109678.36,109831.56,109119.16,111059.01,0
CARLOS ALBERTO ROLIM ZARATTINI,H,86.0,2.0,4.0,20.0,1.0,19.0,08/06/1959,0,33763.0,297688.94,1115444.2,27151.54,32367.11,64118.33,25278.01,55777.06,28292.59,25051.27,14054.68,10433.06,13858.47,1306.82,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,0
CELIO ANTONIO DA SILVEIRA,H,88.0,4.0,0.0,31.0,1.0,6.0,19/09/1959,0,33763.0,249268.07,1113420.47,18102.06,29238.3,30935.93,27982.39,31959.23,18044.17,17332.28,17806.01,16854.28,40969.73,43.69,111671.79,111671.79,111671.79,111671.79,111671.79,110968.96,109631.33,111578.65,111441.29,111441.29,0
CELIO ALVES DE MOURA,H,88.0,0.0,4.0,55.0,0.0,34.0,13/08/1953,0,33763.0,434157.96,1115443.8,31534.98,24693.74,51336.16,56438.8,65154.84,58388.47,36339.51,45541.6,25615.39,35259.62,3854.85,111544.38,111544.38,111544.38,111544.38,111544.38,111544.38,111544.38,111544.38,111544.38,111544.38,0
CELIO STUDART BARBOSA,H,80.0,3.0,9.0,16.0,3.0,16.0,19/06/1987,0,33763.0,334771.25,1098247.56,42405.28,77088.77,34915.78,50390.81,46271.91,22564.85,25601.39,14660.4,4343.55,16378.51,150.0,111276.5,111198.61,111550.82,111653.55,111653.55,107237.22,111313.87,108312.84,107025.3,107025.3,0
CELSO MALDANER,H,82.0,5.0,5.0,22.0,2.0,1.0,30/08/1953,0,33763.0,317478.2,1104561.4,24680.2,30121.77,39390.58,32327.41,41007.63,27013.34,28086.87,25892.83,22344.17,45612.04,1001.36,111010.67,111140.65,111370.11,108394.27,109190.92,109485.71,110743.36,111470.49,111162.32,110592.9,0
CELSO SABINO DE OLIVEIRA,H,77.0,6.0,9.0,28.0,4.0,13.0,29/08/1978,1,33763.0,350349.09,1084859.43,35687.11,41271.47,41719.51,35533.17,53029.49,42929.38,37781.33,16249.92,14266.05,31829.16,52.5,111111.11,111280.24,111379.14,110872.2,109110.72,108438.6,109562.14,105568.87,103896.09,103640.32,0
ANTONIO CEZAR CORREIA FREIRE,H,85.0,0.0,7.0,38.0,0.0,39.0,12/12/1973,0,33763.0,325836.31,1112642.54,37003.29,36167.38,38256.8,50290.01,47505.37,20781.53,34316.1,29210.0,16683.05,14273.67,1349.11,111383.97,110930.03,111423.09,111423.09,111169.89,111423.09,110326.94,111485.72,111538.36,111538.36,0
