nome,genero,presenca_plenario,ausencia_justificada_plenario,ausencia_nao_justificada_plenario,presenca_comissao,ausencia_justificada_comissao,ausencia_nao_justificada_comissao,data_nascimento,quant_viagem,salario_bruto,gasto_total_par,gasto_total_gab,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab
LUIZ PHILIPPE DE ORLEANS BRAGANÇA,H,83.0,0.0,9.0,26.0,0.0,7.0,03/04/1969,0,33763.0,237438.2,836796.44,19234.16,41336.91,21511.75,44161.2,47173.05,7449.77,24167.48,10538.27,769.81,21095.8,0.0,80014.24,80014.24,78351.82,77614.0,88736.9,88736.9,87317.09,86046.97,84982.14,84982.14,0
LUIZ GOULARTE ALVES,H,83.0,6.0,3.0,79.0,3.0,4.0,06/06/1962,0,33763.0,285525.16,1095279.82,17529.81,25209.26,27551.78,33767.73,60114.45,51834.55,20110.94,22280.94,15181.93,10898.43,1045.34,108232.4,109781.35,109900.5,109900.5,109900.5,109900.5,108325.93,109537.14,109900.5,109900.5,0
VITOR HUGO DE ARAUJO ALMEIDA,H,87.0,5.0,0.0,3.0,0.0,0.0,31/05/1977,0,33763.0,248371.66,1069836.62,16432.6,26263.43,32192.06,24370.73,53974.9,20455.63,20521.9,18883.41,19878.69,14201.72,1196.59,107407.57,103693.97,109197.36,107703.17,109899.43,101572.63,102809.45,106773.19,109126.21,111653.64,0
MARCEL VAN HATTEM,H,92.0,0.0,0.0,73.0,13.0,4.0,08/11/1985,1,33763.0,98535.89,729302.93,8123.69,12211.18,13243.58,12804.33,14137.18,10989.52,6481.38,8305.85,1594.95,9969.54,674.69,59210.65,74561.08,77565.06,86027.94,88136.42,88475.3,88365.7,66535.02,50212.88,50212.88,0
MARCELO HENRIQUE TEIXEIRA DIAS,H,82.0,0.0,10.0,12.0,0.0,5.0,16/02/1974,0,33763.0,286809.79,1104089.09,30085.79,36472.63,48468.84,34529.84,42150.69,25388.43,21373.22,20519.82,20596.13,6614.84,609.56,110549.48,110549.48,110549.48,110549.48,110453.99,109913.41,111574.63,110366.56,109791.29,109791.29,0
MARCELO GUILHERME DE ARO FERREIRA,H,84.0,3.0,5.0,10.0,2.0,47.0,12/06/1987,0,33763.0,309023.43,1080767.01,26986.31,36645.34,47099.34,36707.5,41663.07,44619.68,30286.71,26697.75,14022.88,4270.13,24.72,106502.04,111068.56,111653.48,104573.06,103998.48,103998.48,108171.78,109020.22,111580.78,110200.13,0
MARCELO CALERO FARIA GARCIA,H,65.0,5.0,0.0,52.0,7.0,23.0,07/07/1982,0,33763.0,194585.57,534667.18,0,1.1,0.0,29402.3,28404.63,33524.41,20206.58,29621.93,26800.12,25447.67,1176.83,0.0,23880.29,3594.88,49213.63,59918.95,67197.14,73698.14,80943.09,86692.72,89528.34,0
MARCELO RIBEIRO FREIXO,H,87.0,0.0,5.0,4.0,0.0,14.0,12/04/1967,0,33763.0,227587.0,1068647.07,25371.5,37740.75,19009.57,39407.4,37663.26,20187.89,24073.45,6438.59,3826.9,13867.69,0.0,109763.04,108881.53,107855.63,110816.54,106834.03,107170.93,111113.71,105198.94,100500.32,100512.4,0
MARCELO PIRES MORAES,H,87.0,3.0,2.0,16.0,3.0,16.0,07/08/1979,0,33763.0,215345.92,1090745.07,15903.33,44958.34,24488.41,24420.07,33677.36,32417.15,26539.86,4190.21,4950.67,3800.52,0.0,108976.88,107192.46,110469.44,111026.25,109177.45,111653.48,111653.48,111653.48,105897.43,103044.72,0
MÁRCIO JERRY SARAIVA BARROSO,H,63.0,2.0,3.0,21.0,0.0,14.0,14/11/1966,0,33763.0,167499.18,708518.79,0,0,0,20971.05,47522.26,31931.29,25964.48,19440.27,14973.54,6427.26,269.03,0.0,0.0,0.0,71249.98,96777.84,101748.27,109177.73,108910.83,109376.66,111277.48,0
MÁRCIO DA SILVEIRA LABRE,H,88.0,2.0,2.0,40.0,0.0,15.0,27/02/1974,0,33763.0,257654.8,1113154.94,31765.87,30612.66,43142.47,38731.34,39322.53,28005.0,17658.24,14921.61,10479.54,2959.53,56.01,110430.7,111602.13,111624.11,110842.85,111612.93,111659.5,111035.13,111271.52,111646.42,111429.65,0
JOSÉ MARCELO DO NASCIMENTO NILO,H,80.0,6.0,6.0,13.0,2.0,0.0,26/04/1955,0,33763.0,368184.17,1116172.5,61106.1,34937.85,36268.18,40958.43,35389.33,43742.38,26510.69,33743.64,26004.96,25061.2,4461.41,111617.25,111617.25,111617.25,111617.25,111617.25,111617.25,111617.25,111617.25,111617.25,111617.25,0
MARCELO RAMOS RODRIGUES,H,82.0,8.0,2.0,2.0,0.0,7.0,29/08/1973,0,33763.0,393024.04,1105239.61,20242.76,39354.81,57067.23,41462.69,41579.55,62349.92,61760.73,26114.33,23392.5,19485.56,213.96,111617.27,110137.0,111465.63,108808.39,109386.03,111155.67,111295.59,109732.76,110023.99,111617.28,0
PEDRO AUGUSTO PALARETI,H,58.0,30.0,4.0,0.0,0.0,0.0,08/05/1963,0,33763.0,367671.53,1099514.65,45002.25,41793.92,40476.1,35738.01,40011.13,27595.55,37061.8,25670.21,26631.48,47691.08,0.0,111303.15,110591.43,108880.91,110241.85,108844.1,110633.34,111623.25,108056.54,110241.43,109098.65,0
PEDRO LUCAS ANDRADE FERNANDES RIBEIRO,H,81.0,10.0,1.0,45.0,8.0,12.0,01/11/1979,0,33763.0,364636.72,1113557.59,35356.92,46331.54,47765.23,40146.04,35975.34,30438.93,45067.84,23587.48,20171.86,25619.46,14176.08,111508.09,111508.09,111508.09,111508.09,109984.78,111508.09,111508.09,111508.09,111508.09,111508.09,0
PEDRO DEBONI LUPION MELLO,H,80.0,9.0,3.0,62.0,1.0,6.0,04/06/1983,1,33763.0,310649.76,1109508.71,6990.56,44793.64,46634.0,51461.51,41298.48,35147.53,27135.2,18926.03,17431.98,20830.83,0.0,111605.04,111605.04,111605.04,111605.04,105063.35,111605.04,111605.04,111605.04,111605.04,111605.04,0
MARCIO LUIZ ALVINO DE SOUZA,H,92.0,0.0,0.0,3.0,0.0,2.0,14/06/1969,0,33763.0,134.51,1064964.28,0.65,10.41,24.07,12.54,20.48,24.95,21.49,16.96,2.96,0.0,0.0,111659.72,109690.06,111659.72,110429.57,111392.82,109744.53,99030.68,98700.75,100771.53,101884.9,0
MARCIO DELLA VALLE BIOLCHI,H,82.0,8.0,2.0,1.0,0.0,7.0,23/05/1979,0,33763.0,328745.98,1082337.06,29839.52,27502.09,37568.05,60835.16,62647.47,28392.17,39477.13,22006.65,9774.7,9645.25,1057.79,111398.83,111398.83,111313.13,110867.47,111082.43,107055.29,104805.27,104805.27,104805.27,104805.27,0
PEDRO OLIVEIRA CUNHA LIMA,H,39.0,0.0,4.0,0.0,0.0,1.0,15/08/1988,0,33763.0,54842.81,1049837.65,15105.4,6552.71,0,0,0,19551.73,4675.93,7482.04,744.31,730.69,0.0,102779.29,102779.29,103224.64,109682.19,109459.52,109682.19,103892.66,102779.29,102779.29,102779.29,0
PEDRO BANDARRA WESTPHALEN,H,91.0,0.0,1.0,75.0,2.0,1.0,19/12/1950,0,33763.0,378588.85,1115262.5,36518.28,54324.72,62114.31,50504.82,44251.67,34167.19,35224.3,25574.63,8729.07,22152.91,5026.95,111526.25,111526.25,111526.25,111526.25,111526.25,111526.25,111526.25,111526.25,111526.25,111526.25,0
ANTÔNIO PINHEIRO NETO,H,91.0,1.0,0.0,20.0,4.0,1.0,30/05/1991,0,33763.0,295320.63,1107362.29,34997.43,48213.22,38778.05,35564.82,34383.72,26281.37,23988.24,21895.37,8254.43,22120.56,843.42,111556.62,111556.62,111556.62,107672.88,108716.69,110221.78,111520.27,111520.27,111520.27,111520.27,0
PEDRO TORRES BRANDÃO VILELA,H,85.0,5.0,2.0,43.0,5.0,21.0,01/05/1985,0,33763.0,403054.99,1113010.42,31328.35,40549.36,55871.88,58384.84,42801.44,30516.96,34120.1,39606.51,35100.26,33402.57,1372.72,111574.73,111574.73,111574.73,111157.4,111574.72,111423.47,110673.83,110454.25,111568.59,111433.97,0
PEDRO PAULO CARVALHO TEIXEIRA,H,63.0,0.0,5.0,15.0,0.0,12.0,29/06/1972,0,33763.0,251007.52,484425.37,0,0,0,51163.43,42918.65,43675.67,42675.89,12939.06,27396.36,30238.46,0.0,0.0,0.0,0.0,25314.28,64406.44,81028.78,68927.62,64604.46,98824.28,81319.51,0
PEDRO FRANCISCO UCZAI,H,82.0,9.0,1.0,48.0,12.0,31.0,10/03/1963,0,33763.0,311583.4,1114305.26,32367.32,27996.85,29187.49,18046.24,52327.88,47932.03,39574.89,34048.81,9759.62,19368.58,973.69,111168.36,111574.57,111623.31,111623.31,111395.97,110426.54,111623.3,111623.3,111623.3,111623.3,0
ALCIDES RIBEIRO FILHO,H,85.0,0.0,7.0,37.0,0.0,24.0,25/10/1953,0,33763.0,341806.61,1107759.02,33108.61,33113.89,48105.19,48107.0,48112.75,33107.36,36344.43,15569.34,12097.38,31074.94,3065.72,111586.87,111586.87,110799.1,108381.81,111671.93,110344.32,111671.93,111029.15,110343.52,110343.52,0
DARCI POMPEO DE MATTOS,H,89.0,2.0,1.0,65.0,11.0,43.0,12/07/1958,0,33763.0,358380.95,1111211.14,41231.74,59462.92,49369.15,33109.82,73003.33,28978.11,25956.45,17821.83,16082.73,12802.87,562.0,111204.69,111204.69,110681.07,110983.29,111198.62,111016.67,111016.67,111100.61,111392.73,111412.1,0
RAFAEL HUETE DA MOTTA,H,80.0,5.0,7.0,27.0,4.0,21.0,15/08/1986,0,33763.0,254312.04,1116110.63,22061.25,20987.07,32044.73,47323.12,38481.01,19788.15,28425.17,12569.51,12585.75,17680.35,2365.93,111611.09,111611.06,111611.06,111611.06,111611.06,111611.06,111611.06,111611.06,111611.06,111611.06,0
ISRAEL MATOS BATISTA,H,89.0,3.0,0.0,55.0,0.0,14.0,02/05/1982,0,33763.0,268808.04,1097075.16,24294.73,25264.69,33230.03,31069.74,44260.36,16543.25,15516.55,11331.89,12985.33,54311.47,0.0,108657.06,109957.54,111581.39,106242.06,110968.15,108128.74,109508.43,111653.58,108724.61,111653.6,0
JOZIEL FERREIRA CARLOS,H,88.0,0.0,4.0,35.0,0.0,42.0,22/04/1966,0,33763.0,337007.74,1093222.67,26284.98,21925.42,46651.94,55224.11,45817.36,25815.11,24873.87,32404.12,21329.86,35691.44,989.53,110786.15,110786.15,110786.15,110786.15,111298.81,110023.45,111617.14,111033.65,111084.56,95020.46,0
RAIMUNDO MAGALHÃES COSTA,H,77.0,10.0,5.0,25.0,8.0,13.0,09/03/1961,0,33763.0,385527.77,1103448.31,31247.01,33852.56,35730.14,54251.36,59847.83,39948.97,38881.38,37224.96,30425.51,23741.54,376.51,109381.85,111443.89,110344.94,107265.94,110092.7,110034.01,111291.2,110355.3,111665.71,111572.77,0
RAUL JEAN LOUIS HENRY JÚNIOR,H,86.0,6.0,0.0,36.0,6.0,21.0,06/06/1964,0,33763.0,289591.39,1116110.4,38165.25,29302.36,30472.86,39228.39,44657.47,34719.45,33058.24,17205.35,5575.16,15158.34,2048.52,111611.04,111611.04,111611.04,111611.04,111611.04,111611.04,111611.04,111611.04,111611.04,111611.04,0
REGINALDO LÁZARO DE OLIVEIRA LOPES,H,77.0,15.0,0.0,4.0,5.0,55.0,02/04/1973,0,33763.0,284845.43,1095155.55,22866.69,27219.1,59587.46,50048.57,49989.97,35479.55,19697.6,15557.4,2969.06,1377.71,52.32,108026.25,109022.78,111193.01,111289.68,111289.68,111083.64,105108.61,107364.31,111138.02,109639.57,0
RICARDO CORREA DE BARROS,H,82.0,8.0,2.0,16.0,3.0,8.0,27/10/1959,0,33763.0,242925.61,1112052.43,34114.07,35083.65,33217.15,47538.24,47361.51,22483.72,14839.35,3821.91,2615.91,1320.06,530.04,111449.81,111363.0,111585.6,110962.81,111421.42,111065.11,110412.97,111435.17,110878.73,111477.81,0
RENILDO VASCONCELOS CALHEIROS,H,74.0,18.0,0.0,5.0,14.0,50.0,20/04/1959,0,33763.0,281851.28,1099568.37,25389.44,33981.63,30867.82,32538.33,33726.63,37650.53,30620.56,25957.77,19988.78,9601.72,1528.07,110852.8,110852.8,109867.21,107453.52,108361.91,110816.41,110388.48,110325.08,110325.08,110325.08,0
RICARDO JOSÉ MAGALHÃES BARROS,H,85.0,7.0,0.0,27.0,4.0,12.0,15/11/1959,0,33763.0,287933.69,1066238.1,31383.94,29984.02,32699.54,38325.55,31338.43,31141.41,40542.02,28929.56,8765.2,14824.02,0.0,110792.29,109833.02,109637.04,109134.1,106128.07,104534.79,103324.87,103658.88,103658.88,105536.16,0
GILDENEMIR DE LIMA SOUSA,H,74.0,4.0,14.0,12.0,3.0,18.0,08/11/1971,0,33763.0,316273.65,1111841.14,21687.15,23939.17,27502.58,30200.89,41443.63,96284.55,18286.41,23625.66,20193.95,13109.66,0.0,111416.98,111416.98,111416.98,111416.98,111211.51,111113.67,111113.67,109524.41,111604.98,111604.98,0
JOÃO CARLOS SIQUEIRA,H,89.0,0.0,3.0,104.0,0.0,16.0,28/02/1967,0,33763.0,329067.45,1115363.54,18732.03,37477.94,34833.52,44831.86,54192.78,54866.82,25266.73,20811.94,30550.84,7502.99,0.0,111635.71,111635.71,111635.71,111621.16,111599.34,111599.34,111599.34,110786.91,111599.34,111650.98,0
RICARDO ZANATTA GUIDI,H,92.0,0.0,0.0,27.0,2.0,11.0,28/09/1977,0,33763.0,212087.75,1115695.05,20891.82,27553.59,25787.02,36603.04,34612.26,34669.08,20256.07,1117.85,489.75,9491.3,615.97,111665.83,111665.83,111665.83,110702.58,111665.83,111665.83,111665.83,111665.83,111665.83,111665.83,0
RICARDO IZAR JUNIOR,H,82.0,2.0,8.0,10.0,1.0,9.0,01/08/1968,0,33763.0,318098.3,1115705.86,21993.12,26040.58,36284.07,34496.42,82039.32,25193.31,14757.52,10691.35,11857.99,54744.62,0.0,111574.72,111565.62,111631.28,111653.59,111355.92,111556.47,111563.15,111599.55,111580.77,111624.79,0
MARCO ANTÔNIO FELICIANO,H,85.0,7.0,0.0,38.0,6.0,6.0,12/10/1972,1,33763.0,237365.61,1100514.06,16409.3,15313.17,24167.42,22449.14,40447.31,43250.46,33839.75,21664.84,14490.61,5333.61,0.0,111368.34,104360.16,111368.34,110321.79,111368.34,109798.51,107823.56,111368.34,111368.34,111368.34,0
MANOEL ISIDORIO DE SANTANA JUNIOR,H,89.0,3.0,0.0,28.0,4.0,21.0,28/07/1962,0,33763.0,122097.39,1099891.43,18985.98,7305.2,24819.7,17539.09,17263.62,14958.11,9351.19,6767.24,5107.26,0.0,0.0,107571.53,110759.99,109535.1,109059.48,111629.57,111629.57,110968.2,109579.33,109579.33,109579.33,0
PATRUS ANANIAS DE SOUZA,H,78.0,5.0,9.0,42.0,5.0,5.0,26/01/1952,0,33763.0,333602.52,1114717.9,24018.54,39827.35,54717.6,54875.05,42393.82,34520.85,28314.93,23534.46,12411.86,17438.78,1549.28,111471.79,111471.79,111471.79,111471.79,111471.79,111471.79,111471.79,111471.79,111471.79,111471.79,0
FRANCISCO EURICO DA SILVA,H,86.0,3.0,3.0,36.0,2.0,2.0,12/09/1962,0,33763.0,342804.62,1109317.17,14408.85,34580.27,33487.4,61812.66,34367.09,44384.17,39009.4,33133.99,26233.24,21210.64,176.91,111617.15,111617.14,111617.12,111617.12,111617.12,111160.97,110300.06,109687.41,110073.19,110009.89,0
PAULO FERNANDO DOS SANTOS,H,73.0,19.0,0.0,6.0,8.0,5.0,15/09/1957,0,33763.0,222771.27,1115302.39,17870.27,16725.9,32875.97,39024.79,33319.95,22766.87,23531.76,13785.48,14270.34,8103.75,496.19,111659.67,111659.67,111659.67,111659.67,111659.67,110842.8,111182.23,111659.67,111659.67,111659.67,0
PAULO PEREIRA DA SILVA,H,46.0,46.0,0.0,2.0,13.0,11.0,24/02/1956,0,33763.0,308553.28,1096276.1,29383.01,37602.3,44450.75,46446.53,47674.81,19088.84,19977.9,19527.49,16302.91,27225.4,873.34,111343.49,107820.9,105264.15,110968.98,111659.67,110813.89,110674.85,111659.67,111659.67,104410.83,0
PAULO ABI-ACKEL,H,77.0,0.0,15.0,5.0,0.0,52.0,21/06/1963,0,33763.0,263582.33,1107774.27,50879.76,37955.13,37414.19,37784.96,34690.33,17048.14,19193.24,11703.0,7031.98,9800.9,80.7,111538.31,110817.73,111004.47,111583.13,111604.58,111647.43,111647.43,110107.3,108838.96,108984.93,0
PAULO VELLOSO DANTAS AZI,H,84.0,4.0,4.0,40.0,3.0,22.0,14/01/1963,0,33763.0,303819.28,1048327.58,26573.17,22575.78,39470.93,54315.35,45960.76,40677.23,23921.98,20173.45,14938.36,15158.92,53.35,111653.56,111653.56,111653.56,111653.56,111653.56,105448.85,111501.94,84752.91,94178.04,94178.04,0
PAULO ROBERTO FOLETTO,H,60.0,7.0,3.0,27.0,5.0,14.0,30/04/1956,0,33763.0,273795.01,782783.92,0,0,0.19,51630.42,39961.07,33587.39,45223.11,39622.49,36912.19,26624.03,234.12,0.0,0.0,7203.85,107317.7,111447.51,111550.44,111550.44,111550.44,110584.76,111578.78,0
PAULO GUSTAVO GANIME ALVES TEIXEIRA,H,91.0,1.0,0.0,42.0,1.0,18.0,19/04/1983,0,33763.0,47205.35,611595.71,5824.49,6334.72,7106.41,11947.54,5938.04,1814.9,903.97,4.58,3.16,7327.54,0.0,73760.41,73760.41,63558.1,63218.02,63218.02,62690.9,48131.14,59845.03,50259.82,53153.86,0
PAULO ROBERTO FREIRE DA COSTA,H,74.0,8.0,10.0,21.0,2.0,9.0,14/02/1955,0,33763.0,187702.71,1115080.6,28123.72,40814.59,34070.9,19783.12,41182.9,7628.08,363.7,7406.48,4265.11,4064.11,0.0,111508.06,111508.06,111508.06,111508.06,111508.06,111508.06,111508.06,111508.06,111508.06,111508.06,0
PAULO EDUARDO LIMA MARTINS,H,91.0,0.0,1.0,25.0,0.0,0.0,20/04/1981,0,33763.0,91080.79,977162.47,3945.73,11259.49,14805.25,19018.57,2707.3,8218.59,11131.25,16570.06,22.25,3129.33,272.97,102152.26,98860.68,99214.26,106521.83,98007.37,89495.08,89495.08,93465.44,98709.04,101241.43,0
PAULO EDUARDO MAESTRI BENGTSON,H,74.0,18.0,0.0,36.0,13.0,32.0,06/01/1974,0,33763.0,366770.47,1114366.52,24899.76,55324.78,56960.66,35093.13,30445.65,25398.99,50948.77,12321.28,10877.93,39272.42,25227.1,111659.64,111659.64,111225.25,111659.64,111659.64,109864.15,111659.64,111659.64,111659.64,111659.64,0
PAULO ROBERTO SEVERO PIMENTA,H,84.0,8.0,0.0,2.0,3.0,18.0,19/03/1965,0,33763.0,313815.81,1114688.1,41686.99,42323.66,49222.99,42354.53,32901.03,24113.63,31686.3,12308.5,7348.04,29691.83,178.31,111354.73,111252.94,111313.04,111544.32,111544.32,111544.32,111544.32,111501.47,111544.32,111544.32,0
PAULO JOSE CARLOS GUEDES,H,79.0,7.0,6.0,46.0,7.0,23.0,01/10/1970,0,33763.0,325411.6,1111487.07,50413.88,36385.16,43402.14,47827.78,41593.85,21450.49,21887.9,27132.68,21181.05,14036.67,100.0,111544.43,111544.43,111501.58,111257.51,110565.25,110600.74,111071.26,110674.48,111285.05,111442.34,0
Paulo Sérgio Ramos Barboza,H,75.0,13.0,4.0,51.0,23.0,17.0,18/10/1944,0,33763.0,308359.53,1116170.88,31306.73,33083.48,45488.92,41894.52,40776.21,31441.15,25189.78,21649.26,20853.85,14891.88,1783.75,111560.91,111623.33,111623.33,111623.33,111623.33,111623.33,111623.33,111623.33,111623.33,111623.33,0
LUIZ PAULO TEIXEIRA FERREIRA,H,84.0,0.0,8.0,73.0,0.0,37.0,09/05/1961,1,33763.0,321190.07,1116573.36,40466.04,38234.76,37583.2,39346.86,42509.71,25284.11,20834.46,19352.1,7832.41,48080.49,1665.93,111659.8,111659.8,111659.8,111659.8,111659.8,111659.8,111659.8,111659.8,111659.8,111635.16,0
PEDRO AUGUSTO GEROMEL BEZERRA DE MENEZES,H,69.0,22.0,1.0,9.0,8.0,10.0,11/10/1980,0,33763.0,328673.66,939350.07,19734.06,28439.45,40556.3,67828.9,47398.69,35714.39,30671.96,28461.24,16759.0,10109.67,3000.0,94142.1,93371.15,93371.15,93371.15,92962.2,102548.76,89862.58,88681.7,91617.35,99421.93,0
RICARDO AUGUSTO MACHADO DA SILVA,H,89.0,0.0,3.0,51.0,0.0,14.0,01/09/1985,0,33763.0,298965.98,1112441.45,46869.46,45084.75,38278.91,27339.96,44758.85,31421.18,25575.18,20837.8,14187.11,3170.84,1441.94,110579.85,110579.85,111362.96,111416.97,111416.97,111416.97,111416.97,111416.97,111416.97,111416.97,0
RICARDO TEOBALDO CAVALCANTI,H,67.0,9.0,16.0,6.0,4.0,15.0,18/10/1965,0,33763.0,352070.43,1112441.45,75838.7,29031.88,30495.58,29669.48,37062.21,33057.3,33767.66,29421.01,26958.82,26767.79,0.0,111120.99,111212.54,111152.88,111465.56,111108.83,110890.32,111508.05,111481.05,111392.77,111108.46,0
MARCOS ROBERIO RIBEIRO MONTEIRO,H,81.0,6.0,5.0,37.0,4.0,18.0,15/02/1970,0,33763.0,291173.03,1112616.52,47590.17,43538.26,54646.16,42748.76,30958.46,28787.21,13260.89,3509.26,5301.74,20832.12,0.0,111586.97,111592.17,111596.36,111537.03,111479.16,111586.97,109754.31,110277.92,111586.97,111618.66,0
BENEDITO ROBERTO ALVES FERREIRA,H,71.0,5.0,2.0,33.0,2.0,26.0,27/05/1960,0,33763.0,230098.88,1079408.08,0,0,33796.04,30363.13,35983.32,37144.68,34164.65,28065.77,19938.52,10559.32,83.45,109132.76,107234.64,96888.0,105185.2,107935.24,107935.24,110811.59,111501.92,111501.92,111281.57,0
RODRIGO ANTONIO DE AGOSTINHO MENDONÇA,H,87.0,5.0,0.0,89.0,5.0,5.0,12/12/1977,1,33763.0,243424.52,1074590.09,37494.76,31595.53,46417.62,42559.37,55888.64,7585.9,10901.08,10003.24,1.97,976.41,0.0,110810.36,110810.36,110810.36,110810.36,110810.36,110810.36,102087.7,102087.7,102087.7,103464.83,0
ROBERTO ALVES DE LUCENA,H,90.0,1.0,1.0,57.0,5.0,32.0,18/04/1966,1,33763.0,343111.53,1101716.29,27341.46,32606.18,45748.0,61804.31,44824.77,33506.21,25809.69,16752.34,15560.73,37298.76,1859.08,111550.4,111427.12,111550.39,106316.6,103862.46,110721.82,111475.46,111586.8,111586.8,111638.44,0
RODRIGO COELHO,H,92.0,0.0,0.0,81.0,5.0,4.0,29/06/1980,1,33763.0,116520.0,1107951.8,12678.98,21407.72,25770.44,13620.7,25418.03,7973.08,3227.19,8.21,1.82,6413.83,0.0,109154.71,111314.4,111501.02,111586.72,111586.72,110156.87,109978.97,109732.04,111665.67,111274.68,0
RODRIGO BATISTA DE CASTRO,H,85.0,4.0,3.0,19.0,4.0,24.0,15/07/1971,0,33763.0,298598.28,1053984.46,29116.39,40257.88,37384.92,42822.4,46598.49,40201.06,31887.58,7204.14,7391.07,14196.79,1537.56,110306.95,110306.95,110761.5,111635.37,111520.32,107830.91,100648.62,97447.42,96783.22,96743.2,0
RODRIGO FELINTO IBARRA EPITÁCIO MAIA,H,6.0,4.0,0.0,0.0,0.0,0.0,12/06/1970,0,33763.0,8507.74,85453.97,0,0,0,0,0,0,0,0,0,8157.72,350.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85453.97,0
ROGÉRIO CORREIA DE MOURA BAPTISTA,H,88.0,0.0,4.0,56.0,0.0,12.0,11/01/1958,0,33763.0,308243.82,1115255.85,24911.46,32959.38,35823.09,33558.57,39922.11,30506.71,29548.85,32578.63,29736.38,17461.1,1237.54,111550.47,111550.47,111492.96,111586.89,111322.71,111550.47,111550.47,111550.47,111550.47,111550.47,0
RONALDO MANCHADO MARTINS,H,11.0,0.0,4.0,0.0,0.0,0.0,21/01/1978,0,33763.0,124053.44,0.0,0,0,0,0,0,0,0,33317.39,30426.34,21309.71,39000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
VALDIR LUIZ ROSSONI,H,42.0,6.0,13.0,0.0,0.0,1.0,23/11/1952,0,33763.0,175496.02,1081591.49,38434.25,41023.76,24376.55,39059.07,29171.19,2729.46,0,0,0,701.74,0.0,104548.41,95995.0,105599.4,106533.93,111453.14,111617.11,111593.8,111416.9,111416.9,111416.9,0
